dataset,pub,error,url
iisd-full-project-forecast_2021-12,iisd,curl: download ERROR 401,"https://iisdnet.sharepoint.com/:b:/r/sites/IGF991/IGFSharedDocuments/IGF%20Financials%20and%20Project%20Documents/IGF%20M%26E%20and%20Reporting/Reporting/Netherlands%20MFA/2021_MFA%20Full%20Project%20Forecast.pdf?csf=1&web=1&e=v1lzmQ"
iisd-full-project-forecast_2021-12,iisd,dflat: input XML file does not exist,"https://iisdnet.sharepoint.com/:b:/r/sites/IGF991/IGFSharedDocuments/IGF%20Financials%20and%20Project%20Documents/IGF%20M%26E%20and%20Reporting/Reporting/Netherlands%20MFA/2021_MFA%20Full%20Project%20Forecast.pdf?csf=1&web=1&e=v1lzmQ"
iisd-full-project-forecast_2021-12,iisd,restored 0 files,"https://iisdnet.sharepoint.com/:b:/r/sites/IGF991/IGFSharedDocuments/IGF%20Financials%20and%20Project%20Documents/IGF%20M%26E%20and%20Reporting/Reporting/Netherlands%20MFA/2021_MFA%20Full%20Project%20Forecast.pdf?csf=1&web=1&e=v1lzmQ"
imcw_admin-02,imcw_admin,Converting IATI activities version 1.03 to version 2.03,"https://raw.githubusercontent.com/IATI/CSV2IATI-public-backup/master/1487160860.12.xml"
imcw_admin-03,imcw_admin,Converting IATI activities version 1.03 to version 2.03,"https://raw.githubusercontent.com/IATI/CSV2IATI-public-backup/master/1504169763.55.xml"
imcw_admin-04,imcw_admin,Converting IATI activities version 1.03 to version 2.03,"https://raw.githubusercontent.com/IATI/CSV2IATI-public-backup/master/1504188822.85.xml"
imcw_admin-10293b,imcw_admin,Converting IATI activities version 1.03 to version 2.03,"https://raw.githubusercontent.com/IATI/CSV2IATI-public-backup/master/1504190857.27.xml"
imcw_admin-10293,imcw_admin,Converting IATI activities version 1.03 to version 2.03,"https://raw.githubusercontent.com/IATI/CSV2IATI-public-backup/master/1493206338.15.xml"
inbar-1-int,inbar,curl: download ERROR 000,"http://resource.inbar.int/download/showdownload.php?lang=cn&id=167921"
inbar-1-int,inbar,dflat: input XML file does not exist,"http://resource.inbar.int/download/showdownload.php?lang=cn&id=167921"
inbar-1-int,inbar,restored 0 files,"http://resource.inbar.int/download/showdownload.php?lang=cn&id=167921"
indtrust-activities,indtrust,Converting IATI activities version 1.03 to version 2.03,"https://indigotrust.org.uk/wp-content/uploads/2017/05/indigotrust-activities.xml"
ip-india-org,ip-india,Converting IATI organisations version 1.03 to version 2.03,"https://aidstream.s3.us-west-2.amazonaws.com/xml/ip-india-org.xml"
ippf-org,ippf,Converting IATI organisations version 1.03 to version 2.03,"https://aidstream.s3.us-west-2.amazonaws.com/xml/ippf-org.xml"
irishaid-activity2013,irishaid,Converting IATI activities version 1.03 to version 2.03,"https://irishaid.ie/media/irishaid/allwebsitemedia/30whatwedo/transparency/activity2013v2.xml"
irishaid-activity2014,irishaid,Converting IATI activities version 1.03 to version 2.03,"https://irishaid.ie/media/irishaid/allwebsitemedia/30whatwedo/transparency/Expenditure2014v2.xml"
irishaid-activity2015,irishaid,Converting IATI activities version 1.03 to version 2.03,"https://www.irishaid.ie/media/irishaid/allwebsitemedia/30whatwedo/IATI-2015-act-file-2017-01-06.xml"
irishaid-activity2016,irishaid,Converting IATI activities version 1.03 to version 2.03,"https://www.irishaid.ie/media/irishaid/allwebsitemedia/30whatwedo/Activity-File-2016.xml"
irishaid-budgetfile2014,irishaid,Converting IATI activities version 1.03 to version 2.03,"https://irishaid.ie/media/irishaid/allwebsitemedia/30whatwedo/transparency/budget2014v2.xml"
irishaid-budgetfile2015,irishaid,Converting IATI activities version 1.03 to version 2.03,"https://www.irishaid.ie/media/irishaid/allwebsitemedia/30whatwedo/Budget-2015.xml"
irishaid-budgetfile2016,irishaid,Converting IATI activities version 1.03 to version 2.03,"https://irishaid.ie/media/irishaid/allwebsitemedia/30whatwedo/transparency/Budget2016v2.xml"
iww_publish-in,iww_publish,Converting IATI activities version 1.03 to version 2.03,"https://aidstream.s3.us-west-2.amazonaws.com/xml/iww_publish-in.xml"
iww_publish-ke,iww_publish,Converting IATI activities version 1.03 to version 2.03,"https://aidstream.s3.us-west-2.amazonaws.com/xml/iww_publish-ke.xml"
iww_publish-mw,iww_publish,Converting IATI activities version 1.03 to version 2.03,"https://aidstream.s3.us-west-2.amazonaws.com/xml/iww_publish-mw.xml"
iww_publish-ug,iww_publish,Converting IATI activities version 1.03 to version 2.03,"https://aidstream.s3.us-west-2.amazonaws.com/xml/iww_publish-ug.xml"
iza-org,iza,dflat: invalid XML format,"https://iza.org"
iza-org,iza,restored 0 files,"https://iza.org"
jeevika_trust-activities,jeevika_trust,Converting IATI activities version 1.03 to version 2.03,"https://aidstream.s3.us-west-2.amazonaws.com/xml/jeevika_trust-activities.xml"
jica-389_2015,jica,curl: download ERROR 404,"https://www.jica.go.jp/regions/downloads/ku57pq00001pxkb0-att/389_2015.xml"
jica-389_2015,jica,dflat: input XML file does not exist,"https://www.jica.go.jp/regions/downloads/ku57pq00001pxkb0-att/389_2015.xml"
jica-389_2015,jica,restored 0 files,"https://www.jica.go.jp/regions/downloads/ku57pq00001pxkb0-att/389_2015.xml"
jica-org,jica,curl: download ERROR 404,"https://www.jica.go.jp/regions/ku57pq00000iimsy-att/JICA-Organisation.xml"
jica-org,jica,dflat: input XML file does not exist,"https://www.jica.go.jp/regions/ku57pq00000iimsy-att/JICA-Organisation.xml"
jica-org,jica,restored 0 files,"https://www.jica.go.jp/regions/ku57pq00000iimsy-att/JICA-Organisation.xml"
ke-ngc-3372-activities,ke-ngc-3372,Converting IATI activities version 1.03 to version 2.03,"https://aidstream.s3.us-west-2.amazonaws.com/xml/ke-ngc-3372-activities.xml"
ke-ngc-3372-org,ke-ngc-3372,Converting IATI organisations version 1.03 to version 2.03,"https://aidstream.s3.us-west-2.amazonaws.com/xml/ke-ngc-3372-org.xml"
kepa-activities,kepa,Converting IATI activities version 1.03 to version 2.03,"https://aidstream.s3.us-west-2.amazonaws.com/xml/kepa-activities.xml"
kepa-org,kepa,Converting IATI organisations version 1.03 to version 2.03,"https://aidstream.s3.us-west-2.amazonaws.com/xml/kepa-org.xml"
ktn-org,ktn,dflat: invalid XML format,"https://ktn-uk.org/programme/africa/"
ktn-org,ktn,restored 0 files,"https://ktn-uk.org/programme/africa/"
lcd_admin-org,lcd_admin,Converting IATI organisations version 1.03 to version 2.03,"https://aidstream.s3.us-west-2.amazonaws.com/xml/lcd_admin-org.xml"
lithuania_mfa-2014_2016,lithuania_mfa,dflat: no activities or organisations found in XML file,"https://orangeprojects.lt/uploads/documents/files/iati-export_2014-2016.xml"
lithuania_mfa-2014_2016,lithuania_mfa,restored 751 files,"https://orangeprojects.lt/uploads/documents/files/iati-export_2014-2016.xml"
lithuania_mfa-2017,lithuania_mfa,dflat: no activities or organisations found in XML file,"https://orangeprojects.lt/uploads/documents/files/iati-export_2017.xml"
lithuania_mfa-2017,lithuania_mfa,restored 326 files,"https://orangeprojects.lt/uploads/documents/files/iati-export_2017.xml"
livelyminds-org,livelyminds,Converting IATI organisations version 1.03 to version 2.03,"https://aidstream.s3.us-west-2.amazonaws.com/xml/livelyminds-org.xml"
lpi-org,lpi,dflat: invalid XML format,"https://aidstream.org/activity/41956/xml/view"
lpi-org,lpi,restored 0 files,"https://aidstream.org/activity/41956/xml/view"
m2m_sa-org,m2m_sa,Converting IATI organisations version 1.03 to version 2.03,"https://aidstream.s3.us-west-2.amazonaws.com/xml/m2m_sa-org.xml"
m2m_sa-za,m2m_sa,Converting IATI activities version 1.03 to version 2.03,"https://aidstream.s3.us-west-2.amazonaws.com/xml/m2m_sa-za.xml"
maec-100,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_PAISES_NO_AOD.xml"
maec-100,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_PAISES_NO_AOD.xml"
maec-100,maec,restored 41 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_PAISES_NO_AOD.xml"
maec-189,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_NORTE_DE_AFRICA_NE.xml"
maec-189,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_NORTE_DE_AFRICA_NE.xml"
maec-189,maec,restored 148 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_NORTE_DE_AFRICA_NE.xml"
maec-289,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_NAMIBIA.xml"
maec-289,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_NAMIBIA.xml"
maec-289,maec,restored 38 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_NAMIBIA.xml"
maec-298,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_AFRICA_NE.xml"
maec-298,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_AFRICA_NE.xml"
maec-298,maec,restored 203 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_AFRICA_NE.xml"
maec-389,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_AMERICA_DEL_NORTE_CENTRAL_Y_CARIBE_NE.xml"
maec-389,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_AMERICA_DEL_NORTE_CENTRAL_Y_CARIBE_NE.xml"
maec-389,maec,restored 241 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_AMERICA_DEL_NORTE_CENTRAL_Y_CARIBE_NE.xml"
maec-489,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_AMERICA_DEL_SUR_NE.xml"
maec-489,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_AMERICA_DEL_SUR_NE.xml"
maec-489,maec,restored 221 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_AMERICA_DEL_SUR_NE.xml"
maec-498,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_AMERICA_NE.xml"
maec-498,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_AMERICA_NE.xml"
maec-498,maec,restored 602 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_AMERICA_NE.xml"
maec-57,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_KOSOVO.xml"
maec-57,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_KOSOVO.xml"
maec-57,maec,restored 17 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_KOSOVO.xml"
maec-589,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_ORIENTE_MEDIO_NE.xml"
maec-589,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_ORIENTE_MEDIO_NE.xml"
maec-589,maec,restored 81 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_ORIENTE_MEDIO_NE.xml"
maec-619,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_ASIA_CENTRAL_NE.xml"
maec-619,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_ASIA_CENTRAL_NE.xml"
maec-619,maec,restored 9 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_ASIA_CENTRAL_NE.xml"
maec-679,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_ASIA_DEL_SUR_NE.xml"
maec-679,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_ASIA_DEL_SUR_NE.xml"
maec-679,maec,restored 12 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_ASIA_DEL_SUR_NE.xml"
maec-789,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_ASIA_ORIENTAL_NE.xml"
maec-789,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_ASIA_ORIENTAL_NE.xml"
maec-789,maec,restored 4 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_ASIA_ORIENTAL_NE.xml"
maec-798,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_ASIA_NE.xml"
maec-798,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_ASIA_NE.xml"
maec-798,maec,restored 26 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_ASIA_NE.xml"
maec-889,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_OCEANIA_NE.xml"
maec-889,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_OCEANIA_NE.xml"
maec-889,maec,restored 2 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_OCEANIA_NE.xml"
maec-88,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_ESTADOS_DE_LA_EX-YUGOSLAVIA_NE.xml"
maec-88,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_ESTADOS_DE_LA_EX-YUGOSLAVIA_NE.xml"
maec-88,maec,restored 6 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_ESTADOS_DE_LA_EX-YUGOSLAVIA_NE.xml"
maec-89,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_EUROPA_NE.xml"
maec-89,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_EUROPA_NE.xml"
maec-89,maec,restored 250 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_EUROPA_NE.xml"
maec-998,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_PAISES_EN_VIAS_DE_DESARROLLO_NE.xml"
maec-998,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_PAISES_EN_VIAS_DE_DESARROLLO_NE.xml"
maec-998,maec,restored 7750 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_PAISES_EN_VIAS_DE_DESARROLLO_NE.xml"
maec-af,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_AFGANISTAN.xml"
maec-af,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_AFGANISTAN.xml"
maec-af,maec,restored 62 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_AFGANISTAN.xml"
maec-ag,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_ANTIGUA_Y_BARBUDA.xml"
maec-ag,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_ANTIGUA_Y_BARBUDA.xml"
maec-ag,maec,restored 3 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_ANTIGUA_Y_BARBUDA.xml"
maec-al,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_ALBANIA.xml"
maec-al,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_ALBANIA.xml"
maec-al,maec,restored 52 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_ALBANIA.xml"
